0:00:01 - 0:00:13, [âm nhạc]
0:05:26 - 0:05:32, ví dụ nhãn một
0:05:29 - 0:05:34, rồi sang cái lần sau à cái điểm này nó
0:05:32 - 0:05:36, vẫn tiếp tục là một. Sang lần sau điểm
0:05:34 - 0:05:38, này tiếp tục là một. Tức là nó không cập
0:05:36 - 0:05:41, nhật nhãn. Chúng ta sẽ lấy một ví dụ có
0:05:38 - 0:05:44, nhiều hơn
0:05:41 - 0:05:47, điểm ha. 1
0:05:44 - 0:05:49, rồi 2 2 và sang cái vòng lập sau chúng
0:05:47 - 0:05:53, ta thấy cái này vẫn là nhãn 1 nhãn 1
0:05:49 - 0:05:55, nhãn 1 2 2 tức là không có cái không
0:05:53 - 0:05:57, hoặc là rất ít ha. Tức là nếu mà có một
0:05:55 - 0:05:59, cái điểm nào đó thay đổi nhãn thì cũng
0:05:57 - 0:06:03, được gọi là rất ít. Thì không hoặc là
0:05:59 - 0:06:06, rất ít nhãn à gán lại tại điểm dữ liệu
0:06:03 - 0:06:09, thì nó được gọi là hội tụ.
0:06:06 - 0:06:12, cái tiêu chí dừng hoặc là hội tụ thứ hai
0:06:09 - 0:06:14, đó là không hoặc là rất ít sự thay đổi
0:06:12 - 0:06:17, của centroid. Thì ở đây nghĩa là sao? Ví
0:06:14 - 0:06:18, dụ như chúng ta có ba cái điểm này thì
0:06:17 - 0:06:21, chúng ta sẽ tạo ra thành một cái
0:06:18 - 0:06:24, centroid. Ba điểm này thì chúng ta sẽ
0:06:21 - 0:06:24, tạo thành một cái centroid.
0:06:26 - 0:06:30, Và sang cái vòng lập sau chúng ta thấy
0:06:28 - 0:06:32, là là hai cái centroid này nó lại tiếp
0:06:30 - 0:06:34, tục đứng yên. Tức là nó không có di
0:06:32 - 0:06:37, chuyển hoặc là nó không hoặc là dịch
0:06:34 - 0:06:41, chuyển rất là ít. Thì đây là một cái
0:06:37 - 0:06:44, tiêu chí. Và ba đó là
0:06:41 - 0:06:48, ờ giảm thiểu à trong tổng cái size số
0:06:44 - 0:06:51, bình phương. Tức là à hàm SSE ở đây ha
0:06:48 - 0:06:56, là sum square là tổng các cái khoảng
0:06:51 - 0:06:59, cách của cái mẫu dữ liệu thứ y à đến cái
0:06:56 - 0:07:05, MJ bình phương.
0:06:59 - 0:07:05, Trong đó MJ chính là cái tâm
0:07:06 - 0:07:10, à đây chính là cái tâm cụm
0:07:13 - 0:07:16, thứ.
0:07:17 - 0:07:23, Rồi
0:07:19 - 0:07:26, thì cái size số này, cái size số này là
0:07:23 - 0:07:26, nhỏ nhất.
0:07:27 - 0:07:33, Và để mà à đạt được cái tiêu chí số 3
0:07:30 - 0:07:36, này thì đây là một cái bài toán khó là
0:07:33 - 0:07:38, vì nó phải tối ưu toàn cục. Nó phải là
0:07:36 - 0:07:40, tối ưu toàn cục. Tức là chúng ta sẽ tìm
0:07:38 - 0:07:44, cái cách để phân hoạch cái tập điểm này
0:07:40 - 0:07:49, làm sao đó để khoảng cách giữa xy đến
0:07:44 - 0:07:51, một cái tâm cụm thứ j là à tổng của nó
0:07:49 - 0:07:55, tổng hết tất cả các điểm thôi nha là nhỏ
0:07:51 - 0:07:59, nhất. Đó. Rồi t chí thứ tư đó là C là
0:07:55 - 0:08:03, cụm thứ J và CJ là cụm thứ J và MJ là
0:07:59 - 0:08:05, cái tâm của cái cụm đó. À lưu ý là C đây
0:08:03 - 0:08:10, nó sẽ là một cái tập hợp
0:08:05 - 0:08:10, đại diện cho một cụm.
0:08:13 - 0:08:19, À đây là một cái tập hợp. Đây là một tập
0:08:15 - 0:08:21, hợp đại diện. Còn MJ là cái giá trị
0:08:19 - 0:08:23, trung bình nó cộng trung bình tất cả các
0:08:21 - 0:08:25, điểm trong cái tập hợp này là cái điểm
0:08:23 - 0:08:28, nằm ngay chính giữa đó là điểm ngay nằm
0:08:25 - 0:08:30, trung tâm của cái cụm thứ CJ.
0:08:28 - 0:08:32, Rồi
0:08:30 - 0:08:35, và distance này chính là cái khoảng cách
0:08:32 - 0:08:37, giữa hai cái điểm XY và MJ. Thì lưu ý là
0:08:35 - 0:08:41, ở đây là chúng ta có ba cái tiêu chí.
0:08:37 - 0:08:43, Trong đó cái ở dưới đây là cái mô tả cái
0:08:41 - 0:08:47, định nghĩa cho cái ở phía trên thôi. Tức
0:08:43 - 0:08:50, là cái CJ là gì, MJ là gì, distance của
0:08:47 - 0:08:52, XY, MJ là gì. Nó đang mô tả cho cái công
0:08:50 - 0:08:54, thức ở phía trên thôi. Như vậy thì với
0:08:52 - 0:08:57, ba tiêu chí này thì đây là cái tiêu chí
0:08:54 - 0:08:57, toàn cục.
0:08:58 - 0:09:04, và khó khó có thể tìm ra được.
0:09:04 - 0:09:09, Trong khi đó hai tiêu chí ở trên thì nó
0:09:07 - 0:09:11, sẽ rất là dễ để cài đặt. Chúng ta chỉ
0:09:09 - 0:09:12, cần lặp đi lặp lại thuật toán. Khi thấy
0:09:11 - 0:09:14, cái điểm dữ liệu nó không gán nhãn nữa
0:09:12 - 0:09:16, thì chúng ta dừng hoặc là tâm cụm của
0:09:14 - 0:09:19, mình nó không có dịch chuyển nhiều thì
0:09:16 - 0:09:21, nó sẽ là dừng. Còn tiêu chí thứ tư à
0:09:19 - 0:09:24, tiêu chí thứ ba thì không chắc lúc nào
0:09:21 - 0:09:26, chúng ta cũng có thể khi mà thuật toán
0:09:24 - 0:09:28, không gán nhãn lại hoặc là tâm cụng
0:09:26 - 0:09:32, không di chuyển thì nó đã là cái điểm
0:09:28 - 0:09:44, tối ưu toàn cục cái đó không chắc chắn.
0:09:32 - 0:09:44, [âm nhạc]
