0:00:01 - 0:00:16, [âm nhạc]
0:02:00 - 0:02:05, lu tương ứng là ba k màu màu đỏ màu xanh
0:02:03 - 0:02:07, lá và màu xanh dương thì chúng ta sẽ có
0:02:05 - 0:02:11, cái thêm một chiều nữa đó là chiều độ
0:02:07 - 0:02:15, sâu chều đép và tương ứng nó sẽ là ba
0:02:11 - 0:02:18, cái ma ma trận trồng l nhau thì bây giờ
0:02:15 - 0:02:21, chúng ta sẽ Giả sử chúng ta sử dụng một
0:02:18 - 0:02:23, cái mạng đã được biết trước đó đó chính
0:02:21 - 0:02:25, là mạng nuro Network để giải quyết cái
0:02:23 - 0:02:26, bài toán đó là phân loại hình ảnh bài
0:02:25 - 0:02:29, toán phân loại hình ảnh này thì đầu vào
0:02:26 - 0:02:30, của mình sẽ là một ảnh và đầu ra sẽ là
0:02:29 - 0:02:32, phân
0:02:30 - 0:02:34, Vào các cái loại ví dụ như ở đây là xe
0:02:32 - 0:02:38, cổ nhà cửa và con người thì đây là một
0:02:34 - 0:02:41, cái bài toán phân loại Đa lớp và chúng
0:02:38 - 0:02:44, ta sẽ set một cái mạng có cái kiến trúc
0:02:41 - 0:02:46, rất là đơn giản với kiến trúc gọi là
0:02:44 - 0:02:48, Fully connected thì giả sử như cái ảnh
0:02:46 - 0:02:50, đầu vào cũng rất là nhỏ ảnh ấy thực sự
0:02:48 - 0:02:53, mà nói là rất là nhỏ so với lại những
0:02:50 - 0:02:56, cái ảnh cái độ phân giải ảnh hiện nay có
0:02:53 - 0:02:59, thể lên đến là hàng trăm thậm chí là
0:02:56 - 0:03:01, hàng ngàn Pixel nhân với một hàng ngàn
0:02:59 - 0:03:04, pixel thì ở đây chúng ta lấy là cái ảnh
0:03:01 - 0:03:07, có kích thước là 200 x 200 và giả sử như
0:03:04 - 0:03:08, cái mạng nuro Network này thì cũng rất
0:03:07 - 0:03:10, là đơn giản đó là chỉ có duy nhất một
0:03:08 - 0:03:12, cái
0:03:10 - 0:03:15, hidden layer tức là một cái lớp ẩn mà
0:03:12 - 0:03:19, thôi và số neuron của lớp ẩn này đúng
0:03:15 - 0:03:21, bằng với lại cái số Pixel thì ở đây tổng
0:03:19 - 0:03:25, số lượng tham số của mình nó sẽ là 200
0:03:21 - 0:03:27, nh 200 nhân cho 40.000 tức là 1,6 tỷ thì
0:03:25 - 0:03:29, với cái kiến trúc mạng rất là đơn giản
0:03:27 - 0:03:32, và với cái ảnh rất là nhỏ này thì nó sẽ
0:03:29 - 0:03:34, dẫn đến là một cái hi cái vấn đề đó là
0:03:32 - 0:03:36, nó có quá nhiều tham số và cái việc quá
0:03:34 - 0:03:38, nhiều tham số này thì sẽ dẫn đến cái
0:03:36 - 0:03:40, hiện tượng đó là overfitting tức là cái
0:03:38 - 0:03:42, mô hình của mình nó quá phức tạp Để có
0:03:40 - 0:03:45, thể học được
0:03:42 - 0:03:48, ting và để giải quyết vấn đề này thì
0:03:45 - 0:03:51, chúng ta sẽ sử dụng một cái mạng neuron
0:03:48 - 0:03:54, với cái cơ chế chia sẻ trọng số và kết
0:03:51 - 0:03:56, nối cục bộ thì kết nối đầu tiên đó là
0:03:54 - 0:03:59, kết nối cùng bộ tức là các cái nuro này
0:03:56 - 0:04:02, sẽ thay vì kết nối với tất cả toàn bộ
0:03:59 - 0:04:06, các ở trong ảnh đầu vào thì chúng ta sẽ
0:04:02 - 0:04:07, chỉ kết nối với một cái vùng cục bộ đó
0:04:06 - 0:04:11, thì giả sử như cái vùng cục bộ này có
0:04:07 - 0:04:14, kích thước là 10 x 10 và các cái Nero
0:04:11 - 0:04:16, này nó đều chia sẻ trọng số với nhau nó
0:04:14 - 0:04:20, đều sử dụng chung một cái bộ trọng số
0:04:16 - 0:04:22, như vậy thì bản chất của cái phép biến
0:04:20 - 0:04:24, đổi này tức là chúng ta sử dụng một cái
0:04:22 - 0:04:27, bộ trọng số chúng ta duyệt lên trên toàn
0:04:24 - 0:04:29, bộ cái tấm hình đó thì đây chính là cái
0:04:27 - 0:04:31, phép biến đổi contion của mình và cái số
0:04:29 - 0:04:35, tham số của mình lúc này nó chỉ còn là
0:04:31 - 0:04:37, 10 x 10 tức là bằng 100 tham số nó ít
0:04:35 - 0:04:41, hơn rất
0:04:37 - 0:04:46, nhiều so với lại cái con số đó là khoảng
0:04:41 - 0:04:49, hơn 1 tỷ 1 tỷ tham số thì đây chính là
0:04:46 - 0:04:51, cái mở đầu cho kiến trúc mạng CNN với
0:04:49 - 0:04:53, cái phép biến đổi thay vì là Fully
0:04:51 - 0:04:58, connected thì đ chúng ta sẽ thay thế
0:04:53 - 0:05:01, bằng cái phép biến đổi là
0:04:58 - 0:05:05, contion và ý nghĩa của cái phép biến đổi
0:05:01 - 0:05:08, C sin này đó là chúng ta sẽ Lọc ra được
0:05:05 - 0:05:12, một cái đặc trưng Đây là một cái đặc
0:05:08 - 0:05:14, trưng sau khi thực hiện được với cái bộ
0:05:12 - 0:05:18, lọc như đây và cái Bộ lọc này thì được
0:05:14 - 0:05:20, thiết kế nó được thiết kế bởi một cái
0:05:18 - 0:05:20, nhà khoa
0:05:23 - 0:05:30, học thì trong cái kiến trúc mạng học sâu
0:05:26 - 0:05:34, Deep ling và cụ thể ở đây là mạng CNN
0:05:30 - 0:05:36, thì cái bộ trọng số cho cái futter này
0:05:34 - 0:05:40, sau này nó sẽ không được thiết kế bởi
0:05:36 - 0:05:42, nhạc khoa học nữa mà nó sẽ được học từ
0:05:40 - 0:05:42, dữ
0:05:43 - 0:05:50, liệu Thì đó chính là cái ý tưởng lớn
0:05:46 - 0:05:50, nhất của mạng CNN
