0:00:01 - 0:00:16, [âm nhạc]
0:07:24 - 0:07:29, thực tại khác rồi chúng ta sẽ in ra
0:07:26 - 0:07:33, chúng ta sẽ truy xuất đến các cái thuộc
0:07:29 - 0:07:36, tính của cái cái thực thể này thông qua
0:07:33 - 0:07:37, cái việc là sử dụng cái dấu chấm dấu
0:07:36 - 0:07:40, chấm tức là chúng ta sẽ lấy thông tin về
0:07:37 - 0:07:43, lấy thông tin ra để truy cập đến cái
0:07:40 - 0:07:43, thuộc tính của một cái instant
0:07:45 - 0:07:50, của C và origin Audition giữa
0:07:51 - 0:07:56, tiếp theo đó chính là phương thức phương
0:07:54 - 0:08:00, thức thì như đã đề cập nó giống như là
0:07:56 - 0:08:02, những cái của một cái class phương thức
0:08:00 - 0:08:05, của một cái pass nó là các cái hàm mà
0:08:02 - 0:08:08, chỉ làm việc trên cái class đó và thường
0:08:05 - 0:08:12, thì chúng ta sẽ sử dụng cái từ khóa gọi
0:08:08 - 0:08:15, là sale để tham chiếu để tham chiếu
0:08:12 - 0:08:18, làm tham số cho đầu mỗi cái phương thức
0:08:15 - 0:08:22, và sale này thì nó sẽ giống như là cái
0:08:18 - 0:08:22, con trỏ dis của C công cộng
0:08:23 - 0:08:29, giống như khi còn troll this và lưu ý là
0:08:26 - 0:08:31, tất cả các phương thức của mình tất cả
0:08:29 - 0:08:33, các phương thức mà được sử dụng trong
0:08:31 - 0:08:37, nội bộ của cái class thì chúng ta đều
0:08:33 - 0:08:40, phải có cái tham số chúng ta đều phải có
0:08:37 - 0:08:44, cái tham số đầu tiên tham số đầu tiên là
0:08:40 - 0:08:47, cái biến sale này và kí tự pha Seo này
0:08:44 - 0:08:50, và cái toán tử dấu chấm thì được sử dụng
0:08:47 - 0:08:53, để truy cập đến thuộc tính của dữ liệu
0:08:50 - 0:08:54, và phương thức của một cái áp suất thì
0:08:53 - 0:08:57, đây chúng ta sẽ lấy một cái ví dụ ha
0:08:54 - 0:09:01, chúng ta sẽ lấy một cái ví dụ là chúng
0:08:57 - 0:09:01, ta khởi tạo một cái class tên là cored
0:09:02 - 0:09:07, Và đây là một lớp rất là chung cái lớp
0:09:05 - 0:09:09, này rất là chung và lưu ý là cái này là
0:09:07 - 0:09:12, mặc định nha Cái này là không ai mặc
0:09:09 - 0:09:14, định mà là tùy biến chúng ta không có
0:09:12 - 0:09:16, không không có truyền cái cái lớp cha
0:09:14 - 0:09:19, này vô cũng được không sao cả rồi Đây là
0:09:16 - 0:09:23, cái cần streptor thì đã đề cập ở trước
0:09:19 - 0:09:23, và chúng ta sẽ tạo một cái phương thức
0:09:23 - 0:09:30, chúng ta sẽ tạo một cái phương thức một
0:09:27 - 0:09:31, cái metalk tên là distan nó giống như là
0:09:30 - 0:09:33, một cái hành động vậy đó một cái hành
0:09:31 - 0:09:37, động tính cái khoảng cách và chúng ta
0:09:33 - 0:09:39, như để cầu ở đây nè là nó phải là một
0:09:37 - 0:09:43, cái tham số phải có một cái tham số đầu
0:09:39 - 0:09:45, tiên đó chính là tham số Excel sử dụng
0:09:43 - 0:09:48, theo sale để tham chiếu đến các instant
0:09:45 - 0:09:50, và ngoài ra thì nó phải tính khoảng cách
0:09:48 - 0:09:53, đến đâu đúng không bản thân cái hệ cái
0:09:50 - 0:09:56, tọa độ này nó chỉ là một điểm và nó sẽ
0:09:53 - 0:10:00, tính piston đến đâu nó sẽ distan đến một
0:09:56 - 0:10:03, cái tham số lên đến một cái tọa độ khác
0:10:00 - 0:10:03, và ở đây thì bản chất nó chỉ là cái công
0:10:03 - 0:10:06, thức
0:10:03 - 0:10:09, độ đo Office của mình đây
0:10:06 - 0:10:11, -x tất cả bình phương y - y² Rồi lấy hai
0:10:09 - 0:10:14, thằng này tính tổng và lấy căn thì đây
0:10:11 - 0:10:16, chính là cái công thức tính khoảng cách
0:10:14 - 0:10:19, bình thường của mình và lưu ý chúng ta
0:10:16 - 0:10:21, lưu ý ở đây là để truy cập đến cái dữ
0:10:19 - 0:10:23, liệu để truy cập đến cái dữ liệu thì
0:10:21 - 0:10:26, chúng ta sẽ dùng cái toán tử là chấm
0:10:23 - 0:10:28, chấm chúng ta lấy cái dữ liệu của order
0:10:26 - 0:10:30, thì là Order cho x chúng ta lấy dữ liệu
0:10:28 - 0:10:34, của cái lớp của thực thể đối tượng hiện
0:10:30 - 0:10:38, tại thì chúng ta sẽ để là sale chấm x
0:10:34 - 0:10:38, trừ order cho biết save.i - Ori
