0:00:01 - 0:00:13, [âm nhạc]
0:03:59 - 0:04:04, thành phần chính. Và các cái đặc trưng
0:04:02 - 0:04:06, nó sẽ tìm ra các cái đặc trưng này bằng
0:04:04 - 0:04:09, cách đó là tính toán tính toán các cái
0:04:06 - 0:04:12, vecơ riêng. à vecơ riêng để chỉ hướng và
0:04:09 - 0:04:15, các cái giá trị riêng để thể hiện cái
0:04:12 - 0:04:18, tầm quan trọng của các cái dữ liệu trên
0:04:15 - 0:04:21, cái từng cái thành phần trực giao này từ
0:04:18 - 0:04:25, cái ma trận hiệp phương sai và PCA thì
0:04:21 - 0:04:27, là chọn các cái thành phần
0:04:25 - 0:04:29, hàng đầu chọn các thành phần hàng đầu có
0:04:27 - 0:04:32, cái giá trị trị riêng cao nhất tức là
0:04:29 - 0:04:34, chúng ta sau khi chúng ta phân tích bằng
0:04:32 - 0:04:37, cái ma trận hiệp phương sai để tìm ra
0:04:34 - 0:04:37, các cái giá trị
0:04:39 - 0:04:45, trị riêng ví dụ vậy thì chúng ta sẽ sắp
0:04:43 - 0:04:49, xếp theo thứ tự là giảm dần và chúng ta
0:04:45 - 0:04:51, sẽ lấy à k thành phần đầu tiên mà có cái
0:04:49 - 0:04:53, trị riêng cao nhất thì đó là những cái
0:04:51 - 0:04:57, thành phần tương ứng với lại các cái
0:04:53 - 0:05:00, vecơ mà cho cái à cái sự phân biệt các
0:04:57 - 0:05:02, cái điểm sau khi chúng ta chiếu là cao
0:05:00 - 0:05:05, nhất. Đó, còn những cái phần mà ở phía
0:05:02 - 0:05:06, dưới thì nó có cái trị riêng thấp, tức
0:05:05 - 0:05:09, là nó sẽ không giúp cho chúng ta phân
0:05:06 - 0:05:11, biệt các cái điểm dữ liệu một cách dễ
0:05:09 - 0:05:13, dàng thì chúng ta sẽ loại bỏ đi. Thì đây
0:05:11 - 0:05:15, là cái ý tưởng à đây chúng ta sẽ giữ lại
0:05:13 - 0:05:19, nè,
0:05:15 - 0:05:22, còn đây chúng ta sẽ bỏ đi nè.
0:05:19 - 0:05:25, thì thành phần nào mà lớn thì nó sẽ giữ,
0:05:22 - 0:05:28, còn thành phần nào mà nhỏ thì chúng ta
0:05:25 - 0:05:31, sẽ loại bỏ đi.
0:05:28 - 0:05:34, Và đây là một cái ví dụ ở trong cái
0:05:31 - 0:05:37, không gian góc là area là radius, tức là
0:05:34 - 0:05:41, à diện tích và bán kính. Đó thì chúng ta
0:05:37 - 0:05:41, sẽ có các cái mẫu dữ liệu sau.
0:05:43 - 0:05:49, Rồi sau khi chúng ta dùng cái thuật toán
0:05:46 - 0:05:49, PC
0:05:50 - 0:05:58, à vector, hai cái thành phần chính đó là
0:05:53 - 0:05:59, PC1, principle component 1, PC2 là hai
0:05:58 - 0:06:02, cái thành phần này nó trực giao với
0:05:59 - 0:06:06, nhau. Và khi chúng ta lấy các cái điểm
0:06:02 - 0:06:08, dữ liệu chiếu lên trên cái không gian
0:06:06 - 0:06:12, các cái thành phần chính là PC1, PC2 thì
0:06:08 - 0:06:14, chúng ta sẽ thấy rằng là à đối với cái
0:06:12 - 0:06:17, thành phần chính số 2 khi chúng ta chiếu
0:06:14 - 0:06:20, lên thì cái variance tức là cái độ dao
0:06:17 - 0:06:22, động của nó rất là bé.
0:06:20 - 0:06:25, Trong khi đó chiếu lên thành phần số 1
0:06:22 - 0:06:28, thì đây là chúng ta thấy là rất là lớn.
0:06:25 - 0:06:31, Do đó thì chúng ta có thể cân nhắc để
0:06:28 - 0:06:33, loại bỏ đi cái thành phần PC2. chỉ cần
0:06:31 - 0:06:35, chừa lại cái thành phần PC1 thì khi đó
0:06:33 - 0:06:37, một cái điểm dữ liệu góc ban đầu của
0:06:35 - 0:06:41, mình là nó có hai chiều, nó đã giảm
0:06:37 - 0:06:44, xuống còn một chiều. Đó và chúng ta sẽ
0:06:41 - 0:06:48, loại bỏ PC2 chỉ giữ lại PC1. Lý do đó là
0:06:44 - 0:06:50, vì cái sự dao động cái variance của à
0:06:48 - 0:06:52, cái điểm dữ liệu khi mà chúng ta chiếu
0:06:50 - 0:06:55, lên cái thành phần PC1 nó lớn nó giúp
0:06:52 - 0:06:59, cho cái tính phân biệt nó cao hơn.
0:06:55 - 0:07:01, Thì PCA đã chuyển đổi cái tập dữ liệu 2D
0:06:59 - 0:07:03, thành cái dữ liệu một cái biểu diễn 1D
0:07:01 - 0:07:08, trong khi mà vẫn giữ nguyên được cái độ
0:07:03 - 0:07:08, biến thiên nhiều nhất có thể.
0:07:12 - 0:07:19, Ah
0:07:13 - 0:07:19, [âm nhạc]
