0:00:01 - 0:00:13, [âm nhạc]
0:03:38 - 0:03:43, của mình thì cái tính hiệu quả là nó thể
0:03:41 - 0:03:47, hiện ở những yếu tố như vậy về khả năng
0:03:43 - 0:03:50, tái lập tức là reproducibility là chúng
0:03:47 - 0:03:52, ta có khả năng lặp lại được những cái
0:03:50 - 0:03:54, kết quả đã thực hiện được trước đó hay
0:03:52 - 0:03:57, không khi chúng ta thử nghiệm ở nhiều
0:03:54 - 0:03:59, môi trường khác nhau và từ cái giai đoạn
0:03:57 - 0:04:01, gọi là phát triển thử nghiệm ở trong
0:03:59 - 0:04:04, phòng thí nghiệm đến những cái bước mà
0:04:01 - 0:04:07, chúng ta thực hiện và triển khai cho
0:04:04 - 0:04:09, người dùng cuối sử dụng thì liệu là từ
0:04:07 - 0:04:11, trong cái giai đoạn ở phòng thí nghiệm
0:04:09 - 0:04:13, cho đến lúc mà triển khai cho người dùng
0:04:11 - 0:04:16, cuối cái mô hình của mình có được bảo
0:04:13 - 0:04:17, trì có được đảm bảo rằng là đang thực
0:04:16 - 0:04:21, hiện trên cùng một cái phiên bản hay
0:04:17 - 0:04:25, không đó Thì đó chính là cái tính lặp
0:04:21 - 0:04:27, lại được tính ờ triển khai trong thực tế
0:04:25 - 0:04:30, nó phải giống nhau giữa phòng thí nghiệm
0:04:27 - 0:04:33, và trong cái môi trường triển khai
0:04:30 - 0:04:35, đơn giản hóa cái việc triển khai thì mô
0:04:33 - 0:04:38, hình của mình triển khai luôn được sẵn
0:04:35 - 0:04:40, sàng chuyển giao từ thí nghiệm sang thực
0:04:38 - 0:04:43, thế nghĩa là trong suốt cái quá trình mà
0:04:40 - 0:04:46, chúng ta phát triển các cái mô hình thì
0:04:43 - 0:04:48, chúng ta có thể triển khai ngay được một
0:04:46 - 0:04:51, cái mô hình nào đó ở trong phòng thí
0:04:48 - 0:04:53, nghiệm sang cái môi trường thực tế mà
0:04:51 - 0:04:56, không gặp phải những cái rủi ro về dữ
0:04:53 - 0:05:00, liệu rủi ro về độ chính xác rủi ro về
0:04:56 - 0:05:04, hiệu năng của hệ thống cái tính khả năng
0:05:00 - 0:05:07, tái sử dụng reusable là các cái mã nguồn
0:05:04 - 0:05:10, rồi những cái module trong cái
0:05:07 - 0:05:12, Ờ quy trình thực hiện thì có được tái sử
0:05:10 - 0:05:15, dụng cho những cái dự án khác hay không
0:05:12 - 0:05:18, thì đó là cái tính tái sử dụng cái tính
0:05:15 - 0:05:20, dễ kiểm soát tức là chúng ta có thể biết
0:05:18 - 0:05:21, được rằng là cái hệ thống hiện tại đang
0:05:20 - 0:05:24, được vận hành
0:05:21 - 0:05:26, Ờ khi triển khai thực tế là đang phiên
0:05:24 - 0:05:28, bản thứ bao nhiêu rồi cái phiên bản
0:05:26 - 0:05:30, trong phòng thí nghiệm đang thực hiện
0:05:28 - 0:05:33, đang thử nghiệm thì nó đang là ở phiên
0:05:30 - 0:05:36, bản bao nhiêu và chúng ta liệu có đảm
0:05:33 - 0:05:38, bảo được rằng là cái phiên bản hiện tại
0:05:36 - 0:05:39, mà chúng ta đang phát triển hoặc là đang
0:05:38 - 0:05:41, triển khai trong thực tế đó có phải là
0:05:39 - 0:05:45, phiên bản mới nhất hay không thì đó
0:05:41 - 0:05:47, chính là cái tính dễ kiểm soát và cuối
0:05:45 - 0:05:50, cùng đó chính là cái tính dễ cộng tác
0:05:47 - 0:05:54, Tức là khi chúng ta mô hình hóa quy
0:05:50 - 0:05:56, trình hóa cái Machine Learning, cái việc
0:05:54 - 0:05:58, xây dựng cái mô hình máy học
0:05:56 - 0:06:01, thì chúng ta sẽ có thể dễ dàng phân chia
0:05:58 - 0:06:03, nó ra cho nhiều người quản lý và mỗi
0:06:01 - 0:06:07, người sẽ handle hoặc là mỗi nhóm sẽ
0:06:03 - 0:06:09, handle cho một cái module và các cái
0:06:07 - 0:06:11, module đó thì có thể song song hóa được
0:06:09 - 0:06:13, với nhau hay không thì chúng ta sẽ có
0:06:11 - 0:06:16, thể cho cái công việc của mình nó thực
0:06:13 - 0:06:18, hiện một cách đồng thời thì đó chính là
0:06:16 - 0:06:22, cái tính dễ cộng tác khi chúng ta xây
0:06:18 - 0:06:22, dựng cái machine learning pipeline
