0:00:01 - 0:00:13, [âm nhạc]
0:03:08 - 0:03:13, hai đó là chúng ta có thể đếm cái tần số
0:03:11 - 0:03:15, xuất hiện. Trong nhiều trường hợp thì số
0:03:13 - 0:03:18, lần xuất hiện hoặc là tần số xuất hiện
0:03:15 - 0:03:20, của một cái thuộc tính nào đó nó cũng là
0:03:18 - 0:03:25, một cái loại đặc trưng.
0:03:20 - 0:03:27, Ờ ví dụ như một người à thường xuyên
0:03:25 - 0:03:29, mà mua một cái món hàng nào đấy đúng
00:03:27 - 0:03:31, không? Thì cái số lần mua một cái món hàng
00:03:29 - 0:03:33, nào Đấy tức là là người đó có nhu cầu
00:03:31 - 0:03:35, cho món hàng này nhiều thì sau đó chúng
0003:33 - 0:03:38, ta có thể đưa ra được những cái dự đoán
0003:35 - 0:03:41, mua hàng cho những lần tiếp theo. Thì ở
0003:38 - 0:03:42, đây chúng ta sẽ có một cái bảng ví dụ là
0003:41 - 0:03:46, `value` và
0003:42 - 0:03:48, `color` thì tương ứng là hai cái giá trị.
0003:46 - 0:03:50, Và chúng ta sẽ dùng cái lệnh là chúng ta
0003:48 - 0:03:54, muốn đếm ở đây, chúng ta muốn đếm xem là
0003:50 - 0:03:57, cái trường `color` này ha, cái `Red` này nè
0003:54 - 0:04:00, nó xuất hiện bao nhiêu lần đó trong toàn
0003:57 - 0:04:01, bộ cái mẫu dữ liệu của mình. Trong toàn bộ
00:04:00 - 0:04:05, mẫu dữ liệu của mình thì mình sẽ tạo ra
0:04:01 - 0:04:05, thêm một cái cột nữa
0:04:05 - 0:04:12, là `color_count` ở đây. Rồi Nhưng mà trước khi
0:04:10 - 0:04:14, mà chúng ta tạo ra một cái cột mới là
0:04:12 - 0:04:19, `color_count` thì chúng ta sẽ phải chạy một
0:04:14 - 0:04:22, cái dòng lệnh đó là cái cột `color` chúng
0:04:19 - 0:04:26, ta gọi cái phương thức đó là `value_counts()`. Đếm
0:04:22 - 0:04:28, theo `value` thì kết quả à và chúng ta sẽ
0:04:26 - 0:04:31, đưa cái chuyển đổi nó về cái dạng
0:04:28 - 0:04:33, `dictionary` ha. Thì khi chúng ta gọi cái
00:04:31 - 0:04:37, hàm này xong thì chúng ta sẽ tạo ra được
00:04:33 - 0:04:40, một cái `dictionary` trong đó là cái `key`
00:04:37 - 0:04:42, của mình nó chính là các cái giá trị
00:04:40 - 0:04:46, ờ là các cái giá trị trên cái cột `color`
00:04:42 - 0:04:52, ở đây là bao gồm `Red`, `Blue` và `Green`. Thì
00:04:46 - 0:04:55, `Red` sẽ đếm là 3 và `Blue` thì sẽ Đếm là 2
00:04:52 - 0:04:57, và `Green` thì sẽ đếm là 1. Và đây chính là
00:04:55 - 0:05:00, những cái giá trị đặc trưng mà mình sẽ
00:04:57 - 0:05:05, thêm vào cho cái cột mới. Và cái cột này
0:05:00 - 0:05:06, đó chính là cột `color_count`. Thì `color_count`
0:05:05 - 0:05:10, lúc này nó sẽ là
0:05:06 - 0:05:13, bằng cái cột `color` mà chúng ta sẽ `map`
0:05:10 - 0:05:14, vào cái `vc` (Value Counts). Tức là cái `color_count` của mình
0:05:13 - 0:05:18, ở
0:05:14 - 0:05:20, đây nó sẽ `map` vào đây. Tức là cái giá trị
00:05:18 - 0:05:22, `color` ở đây mình sẽ tra trong cái bảng
00:05:20 - 0:05:24, tra xem tương ứng nó giá trị đếm là bao
00:05:22 - 0:05:27, nhiêu để mình lấy giá trị đó điền vào
00:05:24 - 0:05:29, `color_count`. Ví dụ ở đây đang là `Red` đúng
0005:27 - 0:05:32, không? Ở đây đang là cái dòng này là `Red`.
00:05:29 - 0:05:36, Chúng ta sẽ tra vào bảng này là 3, lấy cái
00:05:32 - 0:05:39, giá trị 3 đó điền vào đây. Thì đây là cái
0005:36 - 0:05:41, kỹ thuật gọi là đếm số lần hoặc là tần
0005:39 - 0:05:43, số xuất hiện của các cái giá trị trong
00:05:41 - 0:05:48, một cái cột, nó đã tạo ra được một cái
00:05:43 - 0:05:51, cột mới là `color_count`. Kỹ thuật thứ ba đó
0:05:48 - 0:05:53, là chúng ta có thể đếm số lượng nhiều
0:05:51 - 0:05:55, cột. Chúng ta sẽ đếm số lượng theo nhiều
00:05:53 - 0:05:57, cột. Bình thường chúng ta đếm trên một
00:05:55 - 0:05:59, cột, bây giờ chúng ta sẽ đếm trên nhiều
00:05:57 - 0:06:02, cột ha. Thì ở đây chúng ta sẽ có một cái
00:05:59 - 0:06:04, cái bảng là các cái loại phương tiện mà
00:06:02 - 0:06:06, mình thường xuyên sử dụng của một người
00:06:04 - 0:06:09, nào đấy đúng không? Thì cái người đầu
00:06:06 - 0:06:13, tiên họ không có sử dụng phương tiện `Bus`,
00:06:09 - 0:06:15, `Car` hoặc là `Motorbike`. Nhưng cái
00:06:13 - 0:06:18, người thứ ba này nè, có cái chỉ số là 3
00:06:15 - 0:06:20, nè, thì họ dùng `Bus` là thường xuyên. Thế
00:06:18 - 0:06:24, thì bây giờ chúng ta
0:06:20 - 0:06:25, sẽ lấy ra danh sách các cái `V2` (Vehicle) tức là
0:06:24 - 0:06:29, danh sách các cái phương tiện giao thông
00:06:25 - 0:06:30, dựa trên ba cái giá trị này. Thì thực ra
00:06:29 - 0:06:33, chúng ta cũng cũng có thể dùng một cái
00:06:30 - 0:06:34, lệnh khác là lệnh `columns` để lấy ra cái
00:06:33 - 0:06:37, danh sách này. Mà trong trường hợp này
00:06:34 - 0:06:40, chúng ta đang làm ví dụ thôi. Thì chúng
00:06:37 - 0:06:44, ta sẽ để `v_list` là xác định tĩnh luôn là bằng `Car`,
0:06:40 - 0:06:48, `Motorbike` và `Bus`. Rồi
0:06:44 - 0:06:52, và chúng ta sẽ tạo ra thêm một cái cột
0:06:48 - 0:06:54, nữa đó là `Used_V2_Vehicle` đúng không
0:06:52 - 0:06:57, hay không? `Used_V2_Vehicle` hay không? Tức
00:06:54 - 0:07:02, là chỉ là `yes`/`no` thôi, `0`/`1`
00:06:57 - 0:07:06, thôi. Rồi thì Chúng ta sẽ chạy và cái cột
0:07:02 - 0:07:08, mới này nó sẽ được cái `dataframe` đúng
0:07:06 - 0:07:10, không? Truyền cái `V2_Vehicle` vào đây. Tức là
0:07:08 - 0:07:14, chúng ta sẽ lấy ra từng cột sau đó chúng
00:07:10 - 0:07:17, ta thực hiện cái lệnh là đếm xem ờ đếm
0:07:14 - 0:07:21, xem giá trị lớn nhất của mình là bao
0:07:17 - 0:07:23, nhiêu. Nếu như trên cái hàng đó mà giá
00:07:21 - 0:07:26, trị lớn nhất của mình bằng 0, ví dụ ở đây
0:07:23 - 0:07:30, nè, thì cái giá trị mà mình sẽ điền vào `Used_Vehicle`
0:07:26 - 0:07:33, sẽ là bằng 0.
0:07:30 - 0:07:35, Còn trên cái dòng này chúng ta thấy là
0007:33 - 0:07:36, giá trị lớn ở đây có đến hai phương tiện
0007:35 - 0:07:38, đúng không? Là vừa `Car` vừa `Motorbike`. Nhưng
0007:36 - 0:07:40, chúng ta chỉ lấy giá trị lớn nhất thôi.
0007:38 - 0:07:43, Như vậy `max` của nó sẽ là bằng 1 và chúng
00:07:40 - 0:07:47, ta sẽ điền nó vào đây đó. Thì đây là một
0:07:43 - 0:07:49, cái kỹ thuật mà tương tác trên nhiều cột.
00:07:47 - 0:07:51, Và để định nghĩa những cái cột nào mà
00:07:49 - 0:07:53, mình sẽ tương tác thì mình sẽ có thêm
00:07:51 - 0:07:56, một cái biến `list` chứa danh sách các cái
00:07:53 - 0:07:57, cột mà mình tương tác với các cái cột đó.
00:07:56 - 0:08:00, Chúng ta sẽ thực hiện các cái phương
00:07:57 - 0:08:03, thức ở đây là chúng ta sử dụng phương
00:08:00 - 0:08:06, thức là tìm giá trị lớn nhất.
00:08:03 - 0:08:08, Rồi Tiếp theo, kỹ thuật thứ tư đó là
0:08:06 - 0:08:12, chúng ta có thể phân rã cái đặc trưng từ
0:08:08 - 0:08:15, chuỗi có cấu trúc. Thì trong cái cấu trúc
00:08:12 - 0:08:18, `dataframe` có nhiều cái tình huống đó
00:08:15 - 0:08:22, là dữ liệu của mình nó đã được `format`
00:08:18 - 0:08:24, theo một cái định dạng nhất định. Lấy ví
00:08:22 - 0:08:27, dụ ở đây, chúng ta có một cái `dataframe`
00:08:24 - 0:08:30, là thông tin về hệ điều hành ha, là
00:08:27 - 0:08:32, `operating system info`.
00:08:30 - 0:08:34, Thì ở đây cái chuỗi của mình nó là cái
00:08:32 - 0:08:37, dạng như thế
00:08:34 - 0:08:40, này đó. Thì ở đây chúng ta thấy là nó đi
00:08:37 - 0:08:43, theo một cái quy luật. Đầu tiên đó là tên
00:08:40 - 0:08:47, của cái hãng, tên của cái hãng. Cái thứ
00:08:43 - 0:08:50, hai đó là cái hệ điều hành đúng không?
00:08:47 - 0:08:54, Cái hệ điều hành của mình đó. Ví dụ ở đây
00:08:50 - 0:09:00, Microsoft Windows 11.
00:08:54 - 0:09:04, Rồi Ở đây là thiếu ha. Microsoft Windows,
00:09:00 - 0:09:07, Apple Mac OS X
00:09:04 - 0:09:09, 10.5. Thì ở đây chúng ta có thể `split` cái
00:09:07 - 0:09:11, dòng đầu tiên, cái cái ký tự khoảng trắng
00:09:09 - 0:09:14, đầu tiên để tách nó ra làm hai là lấy
00:09:11 - 0:09:18, tên của nhà sản xuất và cái `model` của hệ
00:09:14 - 0:09:22, điều hành của mình. Rồi Ở đây nếu mà mình
00:09:18 - 0:09:28, viết sai mình có thể sửa là Microsoft
00:09:22 - 0:09:28, ha. Rồi đây cũng vậy Microsoft.
0:09:32 - 0:09:37, Và chúng ta sẽ `split` nó ra. Chúng ta sẽ
0:09:34 - 0:09:40, ép về cái kiểu chuỗi và `split` nó ra. Sau
0:09:37 - 0:09:43, đó chúng ta sẽ lấy cái phần tử đầu tiên
0:09:40 - 0:09:43, tách nó
0:09:44 - 0:09:51, ra. Rồi và chúng ta sẽ dùng cái thông số
0:09:48 - 0:09:53, `expand` là bằng `true` ha. Thì khi đó chúng
0:09:51 - 0:09:56, ta đã tách nó ra thêm được hai cột. Tức
00:09:53 - 0:10:00, là từ một cái cột này chúng ta tách nó
00:09:56 - 0:10:04, ra làm hai cột là cột 0 và cột
00:10:00 - 0:10:08, 1. Thì 0 là tương ứng là cái hãng và
0:10:04 - 0:10:11, 1 tương ứng là cái `model` của mình.
0:10:08 - 0:10:14, 1 tương ứng là cái `model` của mình. Rồi sau khi
0:10:11 - 0:10:19, chúng ta đã xử lý xong, đã tách ra xong thì
0:10:14 - 0:10:22, chúng ta sẽ truyền vào đó thay đổi cái
0:10:19 - 0:10:25, tên, `rename` cái tên. Thì cái cột 0 của
0:10:22 - 0:10:27, mình nó sẽ được `rename`. 0 sẽ được
0:10:25 - 0:10:31, `rename` thành
0:10:27 - 0:10:33, `Company` và 1 thì tương ứng đó sẽ là cái
0:10:31 - 0:10:35, hệ điều hành của mình, cái mã số của hệ
00:10:33 - 0:10:40, điều hành của mình. Rồi sau đó chúng ta
0:10:35 - 0:10:44, sẽ `join` nó lại đúng không? `join` nó lại là `df.join`
0:10:40 - 0:10:47, nó sẽ `join` cái `dataframe` cũ với lại
0:10:44 - 0:10:49, cái `dataframe` mới được tách ra từ hai
00:10:47 - 0:10:52, cái thông số này. Như vậy từ một cái
0:10:49 - 0:10:55, thông số là `OS info` nó đã cho chúng ta
00:10:52 - 0:10:59, thêm hai cái `feature` nữa, tương ứng là
0:10:55 - 0:10:59, hai cái tên của hãng.
